ID StudentId IndeksId IspitId BrojPrijavaIspita Ocena
2224 2 3 2 2 10
2225 3 9 3 2 5
2226 4 4 1 3 7
2227 5 3 8 2 7
2228 7 5 5 2 9
2229 4 8 5 2 8
2230 7 8 7 3 5
2231 5 2 2 2 7
2232 9 5 7 2 7
2233 8 4 1 5 9
2234 2 6 2 3 7
2235 2 8 8 3 10
2236 1 4 2 3 8
2237 1 7 5 1 7
2238 4 2 4 3 7
2239 8 6 4 5 6
2240 4 6 7 4 8
2241 5 1 3 5 10
2242 8 1 6 1 6
2243 3 3 2 3 9
2244 8 2 8 3 5
2245 4 7 4 1 10
2246 5 9 9 1 9
2247 3 8 6 4 10
2248 3 7 1 2 8
2249 8 5 7 2 5
2250 1 8 9 5 7
2251 4 5 1 5 5
2252 7 4 6 1 10
2253 6 1 3 1 10
2254 9 5 8 4 6
2255 5 8 4 3 5
2256 7 1 3 1 8
2257 2 9 2 4 9
2258 2 4 7 4 7
2259 1 9 4 5 8
2260 5 4 4 4 6
2261 7 8 3 2 5
2262 3 3 9 4 7
2263 1 1 6 2 5
2264 8 3 6 5 9
2265 6 5 9 5 10
2266 5 6 3 5 9
2267 8 3 4 5 8
2268 9 9 6 3 8
2269 5 6 7 1 6
2270 3 4 6 4 5
2271 8 6 1 5 6
2272 5 7 9 5 8
2273 8 6 4 5 7
2274 6 5 5 3 8
2275 4 9 6 4 6
2276 7 7 7 3 7
2277 6 6 9 4 8
2278 8 5 9 2 8
2279 2 3 8 1 6
2280 9 4 2 4 7
2281 8 3 2 5 10
2282 3 1 2 5 5
2283 7 9 9 3 9
2284 4 1 1 5 9
2285 7 1 5 3 7
2286 4 3 9 2 6
2287 4 8 5 3 6
2288 1 7 2 2 10
2289 1 2 6 2 7
2290 1 7 1 4 7
2291 8 3 3 4 9
2292 7 4 9 3 6
2293 4 5 6 3 10
2294 3 2 7 1 10
2295 6 2 8 4 7
2296 6 8 7 3 10
2297 8 5 1 4 6
2298 8 9 7 1 7
2299 7 9 1 2 6
2300 5 8 7 3 7
2301 7 1 1 1 8
2302 8 7 8 1 5
2303 4 6 2 1 5
2304 5 1 1 5 8
2305 7 9 9 1 10
2306 1 1 2 2 8
2307 2 4 2 5 8
2308 7 1 7 4 6
2309 7 9 2 3 10
2310 1 1 6 3 9
2311 4 5 3 3 9
2312 8 8 6 4 7
2313 6 8 9 2 5
2314 7 4 9 4 6
2315 6 8 8 2 6
2316 2 9 4 1 9
2317 3 9 3 5 9
2318 9 8 3 2 8
2319 5 3 8 4 6
2320 5 5 7 3 8
2321 1 1 8 4 10
2322 2 3 8 3 6
2323 2 4 5 4 10
2324 6 7 9 1 8
2325 5 7 9 2 9
2326 1 7 8 2 6
2327 9 3 1 5 9
2328 5 2 4 5 6
2329 8 8 2 4 7
2330 4 4 9 3 9
2331 2 7 3 2 10
2332 1 2 3 2 9
2333 9 3 5 1 5
2334 5 5 3 2 10
2335 7 3 1 2 5
2336 2 4 1 2 5
2337 4 2 3 1 6
2338 7 1 9 3 9
2339 3 5 5 1 10
2340 2 1 4 5 9
2341 4 1 7 2 10
2342 9 7 5 5 10
2343 5 8 5 2 7
2344 3 5 2 4 5
2345 5 6 8 1 10
2346 4 6 6 5 7
2347 5 5 9 1 10
2348 1 9 7 1 10
2349 1 4 2 2 8
2350 6 7 5 2 8
2351 6 5 2 1 7
2352 2 4 2 5 9
2353 6 2 6 1 8
2354 6 1 9 5 9
2355 3 7 4 3 10
2356 9 5 6 1 6
2357 3 8 6 1 8
2358 4 1 8 5 7
2359 4 7 7 1 10
2360 8 6 7 1 6
2361 8 6 5 5 8
2362 8 6 4 3 8
2363 3 6 3 3 6
2364 2 7 1 4 10
2365 3 3 2 1 7
2366 8 6 3 5 10
2367 4 4 2 1 7
2368 6 9 7 2 7
2369 9 9 5 1 7
2370 8 2 3 3 5
2371 4 1 6 3 6
2372 7 4 8 2 9
2373 7 7 1 5 7
2374 6 1 2 5 6
2375 7 6 7 4 6
2376 7 7 6 5 8
2377 5 2 2 3 10
2378 4 9 9 3 6
2379 8 8 8 2 9
2380 2 7 9 5 6
2381 8 2 2 4 10
2382 6 3 8 1 9
2383 5 4 6 3 7
2384 6 4 4 4 6
2385 6 7 2 5 7
2386 2 1 6 5 9
2387 6 6 5 1 6
2388 2 6 9 3 8
2389 5 5 8 1 6
2390 3 8 9 5 6
2391 6 4 9 5 10
2392 3 3 6 3 9
2393 5 5 6 5 6
2394 8 1 1 5 6
2395 8 7 9 5 10
2396 3 4 9 1 5
2397 4 8 7 3 6
2398 8 1 8 1 9
2399 5 6 9 2 5
2400 9 3 7 3 8
2401 1 8 1 4 7
2402 1 9 6 5 9
2403 9 3 7 1 5
2404 8 4 7 1 7
2405 9 2 4 4 9
2406 5 6 4 4 7
2407 9 9 2 2 7
2408 1 4 6 4 5
2409 1 7 9 2 8
2410 3 7 3 2 5
2411 4 3 2 4 5
2412 6 4 5 4 6
2413 8 7 7 1 10
2414 7 7 5 5 6
2415 4 8 1 4 6
2416 4 8 3 2 9
2417 5 1 4 2 5
2418 9 4 8 5 5
2419 9 9 7 1 6
2420 4 6 2 4 6
2421 1 4 2 4 9
2422 4 3 6 5 5
2423 2 1 9 4 8
2424 7 4 4 2 6
2425 5 7 9 1 5
2426 4 5 5 1 6
2427 2 3 3 4 8
2428 2 1 6 5 6
2429 2 2 6 3 6
2430 8 4 8 4 5
2431 9 4 7 1 10
2432 4 9 2 4 9
2433 3 1 2 1 5
2434 6 1 8 3 10
2435 3 8 3 1 5
2436 9 9 5 2 7
2437 9 2 5 5 8
2438 8 5 9 3 5
2439 9 2 4 2 7
2440 8 8 9 1 6
2441 6 9 4 5 6
2442 7 4 8 5 10
2443 3 8 3 4 10
2444 4 5 6 3 10
2445 1 1 8 5 7
2446 8 1 4 2 7
2447 5 7 5 5 6
2448 9 7 3 2 7
2449 6 5 9 3 7
2450 9 2 3 1 9
2451 4 4 3 5 7
2452 8 5 6 2 10
2453 9 8 1 1 6
2454 5 7 7 3 10
2455 5 9 9 2 10
2456 1 6 4 2 8
2457 2 9 9 4 7
2458 4 8 3 1 9
2459 7 8 1 5 9
2460 3 6 8 4 10
2461 6 4 3 1 10
2462 9 1 1 4 5
2463 3 7 7 4 8
2464 6 3 9 1 5
2465 9 7 8 5 5
2466 3 9 9 3 6
2467 5 2 8 1 7
2468 1 3 6 1 10
2469 2 1 7 1 9
2470 1 4 2 1 7
2471 1 2 8 5 6
2472 7 7 5 4 10
2473 4 9 4 5 9
2474 8 9 5 2 5
2475 4 7 3 4 5
2476 8 4 7 3 8
2477 4 3 2 4 8
2478 1 8 6 2 5
2479 4 9 2 1 8
2480 6 1 3 2 7
2481 6 1 6 5 8
2482 9 1 9 2 5
2483 4 9 4 1 9
2484 4 2 3 1 7
2485 3 7 1 3 6
2486 5 9 9 4 8
2487 5 6 8 5 9
2488 1 5 2 5 10
2489 1 1 4 2 9
2490 2 5 3 2 6
2491 2 9 1 5 7
2492 3 6 7 1 9
2493 7 2 4 2 8
2494 2 6 4 1 9
2495 1 8 4 5 6
2496 7 1 5 1 10
2497 5 3 2 5 7
2498 8 7 1 2 6
2499 7 6 4 1 9
2500 5 3 8 2 10
2501 7 5 7 2 9
2502 9 4 5 4 5
2503 4 4 4 4 10
2504 4 2 5 1 6
2505 6 4 7 4 7
2506 3 6 8 5 6
2507 4 7 6 2 5
2508 4 2 4 2 10
2509 9 8 8 4 7
2510 4 9 5 4 5
2511 5 2 1 5 6
2512 6 3 5 2 8
2513 5 1 7 2 8
2514 5 7 1 5 6
2515 7 2 4 4 7
2516 2 2 6 1 5
2517 2 4 3 5 5
2518 1 5 6 3 7
2519 5 2 7 4 6
2520 9 2 3 4 9
2521 5 1 9 4 7
2522 1 3 6 4 6
2523 9 9 8 5 7
2524 5 2 9 3 5
2525 1 7 1 5 5
2526 5 3 4 3 7
2527 7 1 7 5 9
2528 1 4 9 3 8
2529 2 9 1 1 8
2530 6 9 1 4 7
2531 5 4 5 4 8
2532 2 9 7 4 5
2533 7 6 7 1 6
2534 4 6 4 1 7
2535 4 6 6 5 10
2536 9 9 2 1 7
2537 2 1 9 4 10
2538 3 7 2 1 7
2539 5 2 8 2 10
2540 2 3 3 1 8
2541 5 3 4 1 6
2542 1 2 6 4 8
2543 9 9 7 3 10
2544 4 9 1 1 5
2545 2 6 5 1 9
2546 1 5 3 3 8
2547 9 4 4 5 9
2548 1 1 1 1 6
2549 5 1 4 3 6
2550 9 3 2 4 7
2551 2 5 4 1 10
2552 7 8 3 3 5
2553 7 2 1 1 10
2554 6 2 6 4 9
2555 2 3 9 2 7
2556 5 5 2 3 9
2557 4 5 4 2 6
2558 3 4 6 5 6
2559 4 6 8 5 8
2560 5 2 7 2 7
2561 7 2 8 3 5
2562 9 8 8 1 8
2563 7 1 9 5 10
2564 3 8 7 1 7
2565 6 7 9 3 9
2566 5 3 2 2 5
2567 4 3 8 5 9
2568 5 8 5 2 10
2569 2 5 3 1 9
2570 3 3 7 3 8
2571 2 2 8 4 7
2572 1 1 3 4 8
2573 1 3 6 2 5
2574 9 1 8 3 6
2575 6 1 4 1 9
2576 1 7 1 1 5
2577 7 9 1 5 5
2578 4 1 3 4 9
2579 4 8 3 5 10
2580 2 3 6 4 6
2581 7 2 2 2 7
2582 3 3 8 4 5
2583 2 6 6 4 9
2584 8 4 1 5 5
2585 5 9 1 3 8
2586 6 5 5 5 10
2587 1 3 5 3 8
2588 5 3 5 1 8
2589 3 4 8 3 5
2590 5 3 3 1 8
2591 1 7 9 4 8
2592 7 5 8 5 10
2593 6 2 4 1 6
2594 5 1 9 3 5
2595 5 4 8 1 5
2596 3 7 8 3 6
2597 5 2 1 1 9
2598 3 4 4 3 10
2599 7 1 3 2 6
2600 8 4 6 4 7
2601 2 6 9 1 8
2602 5 9 8 3 8
2603 2 3 7 4 6
2604 8 8 1 2 9
2605 1 6 6 5 5
2606 8 6 4 2 7
2607 1 9 3 5 6
2608 6 6 6 4 5
2609 1 3 8 4 9
2610 3 3 4 2 5
2611 6 1 9 5 6
2612 7 9 7 1 10
2613 1 5 5 2 10
2614 8 5 6 3 7
2615 5 5 8 3 7
2616 5 2 4 5 10
2617 7 9 1 4 7
2618 6 4 9 5 9
2619 6 3 2 1 8
2620 2 4 5 1 10
2621 2 5 6 4 9
2622 8 2 8 4 9
2623 7 1 4 1 8
2624 7 3 9 2 8
2625 2 2 2 4 7
2626 1 7 3 2 7
2627 7 5 6 3 7
2628 1 1 6 5 10
2629 6 6 2 5 6
2630 5 3 4 4 6
2631 6 6 3 1 5
2632 9 6 9 1 7
2633 8 7 9 2 10
2634 7 8 8 1 7
2635 4 6 8 1 7
2636 5 2 2 4 9
2637 4 3 7 2 5
2638 1 3 5 5 9
2639 2 3 9 1 6
2640 1 2 3 3 5
2641 8 8 1 5 10
2642 6 6 7 4 7
2643 3 9 5 1 7
2644 3 8 8 1 6
2645 5 8 9 1 7
2646 9 3 7 2 9
2647 9 6 7 3 5
2648 4 8 7 5 10
2649 4 5 7 4 8
2650 6 6 8 3 7
2651 6 9 6 5 6
2652 3 7 8 2 8
2653 1 3 8 5 8
2654 3 7 3 3 10
2655 9 8 1 5 5
2656 2 9 8 5 7
2657 9 2 6 4 9
2658 3 6 3 2 9
2659 5 7 4 5 10
2660 8 5 8 2 8
2661 3 5 5 2 9
2662 7 2 4 4 5
2663 3 5 5 3 9
2664 7 4 7 2 7
2665 1 8 9 5 6
2666 7 5 2 3 7
2667 9 9 3 4 10
2668 6 4 5 5 8
2669 8 4 3 2 6
2670 2 2 4 1 7
2671 2 4 2 4 7
2672 4 3 2 2 6
2673 3 9 7 2 6
2674 9 8 6 2 10
2675 5 4 4 2 7
2676 8 7 6 1 7
2677 9 1 4 3 10
2678 5 7 8 4 8
2679 1 6 7 3 10
2680 9 9 3 4 8
2681 1 8 1 4 8
2682 7 7 8 3 7
2683 7 3 5 2 9
2684 4 7 4 2 8
2685 1 4 5 3 8
2686 2 4 6 2 5
2687 4 2 9 5 6
2688 7 4 4 5 9
2689 9 4 1 1 5
2690 7 8 5 5 5
2691 3 2 7 1 6
2692 3 9 3 4 8
2693 8 1 9 4 10
2694 2 2 3 1 6
2695 1 8 4 1 10
2696 5 8 8 5 10
2697 9 1 8 4 6
2698 4 9 2 5 7
2699 6 4 1 3 10
2700 1 7 7 2 6
2701 5 6 9 5 9
2702 1 9 5 3 7
2703 5 9 4 5 8
2704 3 3 6 5 5
2705 5 3 7 4 6
2706 1 9 7 4 7
2707 3 7 9 3 6
2708 2 4 8 3 6
2709 3 9 3 3 7
2710 9 6 9 2 6
2711 3 2 1 4 5
2712 5 7 4 4 6
2713 9 2 8 1 5
2714 7 4 2 2 5
2715 5 3 5 3 5
2716 3 8 3 2 7
2717 6 9 1 1 7
2718 3 9 6 5 8
2719 2 4 2 4 10
2720 4 5 3 1 8
2721 1 8 7 4 7
2722 7 5 3 4 6
2723 4 5 1 2 7
2724 9 8 8 1 8
2725 9 4 6 4 7
2726 2 6 7 2 9
2727 7 1 7 4 9
2728 6 1 1 2 7
2729 5 2 3 1 6
2730 1 7 3 1 8
2731 8 4 5 2 5
2732 9 8 7 2 7
2733 6 6 3 2 8
2734 5 6 5 4 7
2735 3 4 4 1 10
2736 8 7 6 3 6
2737 1 9 7 2 10
2738 3 3 3 4 8
2739 4 8 8 3 6
2740 8 7 1 5 6
2741 1 1 2 1 5
2742 7 8 7 2 5
2743 7 9 5 5 7
2744 8 7 4 1 8
2745 4 4 3 5 5
2746 4 7 1 4 8
2747 4 2 2 3 6
2748 5 7 7 4 5
2749 9 6 6 4 9
2750 6 5 6 1 10
2751 7 9 8 2 6
2752 7 8 8 5 9
2753 3 8 7 2 5
2754 9 6 4 3 7
2755 8 6 5 2 9
2756 9 6 9 4 9
2757 9 4 2 4 6
2758 7 2 1 3 10
2759 6 8 1 3 10
2760 9 9 1 3 5
2761 6 2 7 4 8
2762 1 5 9 5 6
2763 9 9 1 1 6
2764 8 6 4 4 8
2765 3 2 1 3 7
2766 6 1 9 2 8
2767 3 5 9 3 6
2768 7 7 1 4 10
2769 9 5 1 2 8
2770 4 6 9 4 8
2771 4 1 5 1 5
2772 3 6 1 4 8
2773 4 2 9 5 9
2774 6 1 6 2 8
2775 7 8 8 1 10
2776 4 2 1 3 6
2777 9 5 7 4 7
2778 2 7 3 2 9
2779 1 3 4 5 6
2780 3 4 3 1 9
2781 2 4 3 1 10
2782 2 7 6 5 5
2783 6 7 9 5 7
2784 3 5 4 3 9
2785 6 9 8 4 10
2786 6 6 1 3 8
2787 2 8 1 2 6
2788 5 3 5 4 10
2789 7 8 5 4 9
2790 3 1 9 2 6
2791 6 8 4 2 8
2792 9 2 7 5 6
2793 3 5 1 5 7
2794 3 4 6 2 10
2795 7 4 3 5 7
2796 5 9 1 4 9
2797 8 4 8 5 6
2798 9 8 1 2 8
2799 3 8 9 5 6
2800 4 1 6 1 7
2801 1 7 3 2 7
2802 2 8 2 4 10
2803 3 2 5 3 10
2804 3 8 5 1 8
2805 1 3 2 1 6
2806 3 3 5 1 7
2807 4 2 5 1 10
2808 9 4 8 2 6
2809 4 8 6 5 5
2810 7 5 1 1 5
2811 4 4 9 4 7
2812 2 6 8 1 10
2813 7 3 7 2 9
2814 7 3 6 2 5
2815 7 1 6 1 8
2816 5 2 1 3 8
2817 4 8 2 3 6
2818 9 6 5 2 10
2819 8 9 9 5 6
2820 6 1 4 4 9
2821 6 9 6 5 6
2822 8 5 3 3 5
2823 1 4 8 4 8
2824 5 1 9 1 7
2825 6 1 6 3 10
2826 6 9 9 2 9
2827 9 9 8 3 10
2828 8 9 2 5 8
2829 7 9 4 5 10
2830 3 4 1 4 5
2831 6 9 9 3 10
2832 7 9 7 2 7
2833 5 4 9 2 7
2834 3 5 3 3 8
2835 4 7 4 3 5
2836 7 5 8 3 5
2837 2 4 2 2 6
2838 8 6 8 2 6
2839 7 2 1 4 8
2840 8 5 5 5 7
2841 4 2 4 1 6
2842 8 3 5 2 10
2843 1 5 6 5 5
2844 8 4 3 1 6
2845 8 8 4 4 9
2846 6 6 6 3 8
2847 3 4 3 3 6
2848 5 4 3 5 8
2849 5 6 3 4 9
2850 9 3 2 4 6
2851 1 7 7 2 5
2852 9 5 9 4 9
2853 1 4 6 3 10
2854 7 8 7 4 9
2855 5 6 3 2 9
2856 5 9 8 5 5
2857 9 8 2 3 9
2858 6 8 3 4 6
2859 4 2 2 2 9
2860 5 8 1 2 9
2861 8 5 5 5 10
2862 6 3 8 4 6
2863 3 3 4 3 7
2864 5 7 6 4 8
2865 1 2 3 3 5
2866 4 9 1 4 7
2867 9 3 5 1 7
2868 7 8 1 4 7
2869 5 7 4 1 5
2870 9 5 4 1 5
2871 8 7 5 3 8
2872 7 5 2 2 5
2873 7 5 7 1 8
2874 3 9 8 3 7
2875 4 1 1 4 8
2876 7 1 7 2 7
2877 6 5 4 4 5
2878 7 8 2 3 9
2879 3 6 4 5 5
2880 6 2 6 1 10
2881 6 9 5 4 8
2882 8 2 8 3 8
2883 2 8 5 1 6
2884 6 3 1 5 8
2885 9 1 1 1 8
2886 6 7 9 3 5
2887 5 1 6 4 6
2888 4 2 7 1 9
2889 3 9 9 3 6
2890 1 8 6 3 8
2891 2 3 1 4 7
2892 1 4 6 4 6
2893 7 8 6 3 5
2894 4 3 4 3 5
2895 2 4 8 1 10
2896 1 9 1 2 8
2897 1 3 2 5 5
2898 4 9 8 5 10
2899 6 7 7 3 6
2900 4 6 3 1 6
2901 9 9 1 3 6
2902 9 2 7 5 7
2903 7 2 3 4 5
2904 7 8 9 2 7
2905 5 4 2 4 9
2906 6 6 5 4 9
2907 7 1 8 3 8
2908 6 6 9 5 6
2909 2 9 1 4 7
2910 8 7 9 1 10
2911 4 7 4 4 8
2912 4 7 5 1 8
2913 5 1 1 5 5
2914 9 3 6 1 9
2915 9 8 5 3 9
2916 9 2 3 5 10
2917 6 6 6 1 5
2918 6 1 3 5 5
2919 6 6 5 3 6
2920 7 3 7 1 6
2921 9 6 7 4 9
2922 1 8 7 2 5
2923 5 6 6 3 10
2924 8 1 1 5 7
2925 5 8 7 2 5
2926 4 3 4 5 6
2927 9 8 6 3 8
2928 1 7 1 4 6
2929 8 9 1 2 9
2930 3 7 7 5 5
2931 3 1 6 3 6
2932 7 6 5 5 8
2933 9 8 2 2 9
2934 3 6 4 3 10
2935 5 6 5 1 7
2936 6 9 4 4 10
2937 3 3 2 1 8
2938 4 2 3 1 10
2939 9 8 7 5 5
2940 7 8 6 2 9
2941 4 6 5 2 9
2942 9 5 8 3 9
2943 2 2 4 2 5
2944 8 5 6 4 7
2945 3 7 8 1 8
2946 6 3 8 5 6
2947 4 4 5 2 9
2948 5 7 2 3 10
2949 2 9 7 2 5
2950 1 5 4 5 7
2951 7 9 3 2 6
2952 3 8 1 3 6
2953 2 9 8 1 5
2954 1 7 5 2 7
2955 8 7 1 1 7
2956 1 5 2 4 5
2957 1 6 9 5 8
2958 6 5 3 1 8
2959 5 1 1 3 8
2960 2 1 5 5 8
2961 5 9 6 3 10
2962 9 6 3 2 7
2963 3 9 2 4 8
2964 7 9 2 5 8
2965 4 2 4 1 9
2966 6 5 4 5 10
2967 3 8 4 2 5
2968 8 5 6 3 9
2969 5 6 9 2 5
2970 7 1 7 1 9
2971 4 8 6 1 8
2972 9 6 9 4 6
2973 9 3 7 3 6
2974 9 6 8 5 9
2975 2 1 7 5 6
2976 8 2 7 2 6
2977 7 7 3 2 5
2978 1 9 3 2 5
2979 5 8 5 4 8
2980 8 8 2 1 10
2981 3 4 2 1 10
2982 4 1 7 1 6
2983 2 6 4 5 9
2984 7 3 2 1 8
2985 7 3 3 1 7
2986 1 6 8 4 9
2987 3 6 2 1 6
2988 5 9 6 4 8
2989 4 9 5 4 8
2990 5 1 3 3 7
2991 5 1 7 5 7
2992 8 7 6 5 9
2993 1 2 3 3 5
2994 6 6 3 3 7
2995 3 9 4 5 6
2996 3 5 2 3 6
2997 4 2 8 3 5
2998 3 4 5 3 8
2999 2 5 6 2 9
3000 9 7 6 5 7
3001 7 9 5 3 5
3002 2 9 5 1 5
3003 5 3 3 4 10
3004 4 1 9 1 9
3005 9 3 8 1 6
3006 8 3 4 4 6
3007 8 9 9 2 8
3008 8 2 1 1 5
3009 7 6 1 4 10
3010 8 6 6 2 9
3011 3 9 1 2 5
3012 2 5 8 1 5
3013 4 5 7 5 6
3014 8 1 9 4 6
3015 9 4 8 2 10
3016 8 8 1 4 7
3017 8 8 3 4 9
3018 7 8 4 4 8
3019 8 6 7 1 5
3020 5 9 4 1 10
3021 3 1 2 3 7
3022 8 4 1 5 9
3023 7 5 2 1 6
3024 6 1 6 4 8
3025 7 8 8 4 6
3026 5 7 5 3 10
3027 2 2 7 1 5
3028 9 9 7 3 9
3029 9 8 6 3 7
3030 6 5 8 4 6
3031 3 8 8 4 10
3032 9 8 6 3 10
3033 6 3 5 3 5
3034 5 7 3 5 6
3035 6 8 3 1 5
3036 3 8 8 1 10
3037 3 3 5 3 6
3038 6 3 8 5 8
3039 9 9 9 2 7
3040 7 8 7 2 5
3041 8 5 8 2 7
3042 4 7 4 2 7
3043 1 5 7 2 6
3044 1 6 1 4 10
3045 3 7 1 1 10
3046 1 4 4 1 9
3047 6 8 5 4 9
3048 7 2 6 5 8
3049 1 9 1 1 5
3050 5 2 8 1 5
3051 9 1 2 3 10
3052 7 2 9 5 8
3053 5 7 2 5 5
3054 1 6 6 3 10
3055 4 4 9 5 7
3056 3 3 8 2 6
3057 1 6 7 5 5
3058 8 8 1 3 10
3059 4 7 7 1 10
3060 4 9 5 4 10
3061 1 2 4 1 8
3062 8 1 8 3 10
3063 3 4 5 3 5
3064 6 3 3 4 9
3065 1 5 5 2 5
3066 4 4 1 5 5
3067 7 5 7 2 8
3068 4 2 5 4 5
3069 5 7 8 4 7
3070 8 1 3 4 6
3071 7 1 6 2 9
3072 2 4 7 3 7
3073 6 1 2 4 9
3074 3 4 1 3 7
3075 8 9 2 5 9
3076 7 8 2 1 8
3077 5 1 6 4 9
3078 7 4 1 5 10
3079 2 8 7 2 9
3080 7 4 2 2 8
3081 3 5 3 5 8
3082 5 9 5 1 7
3083 3 3 8 1 10
3084 5 3 9 4 5
3085 9 7 1 3 5
3086 5 9 2 1 9
3087 8 6 3 5 6
3088 4 1 5 1 6
3089 3 1 1 4 9
3090 1 5 9 1 5
3091 1 7 8 5 9
3092 9 5 1 3 10
3093 6 3 7 1 10
3094 7 8 3 2 7
3095 7 9 7 1 5
3096 2 3 6 5 5
3097 3 5 3 3 7
3098 4 9 6 1 7
3099 6 3 7 1 9
3100 7 5 1 1 8
3101 3 5 1 4 9
3102 8 9 8 1 8
3103 9 2 8 3 9
3104 5 7 5 2 6
3105 6 3 5 1 10
3106 2 6 8 5 10
3107 1 9 4 2 10
3108 5 3 5 1 8
3109 8 4 4 1 8
3110 8 2 9 4 6
3111 8 5 9 2 6
3112 4 4 3 1 5
3113 5 2 8 4 9
3114 7 9 8 1 6
3115 2 6 3 2 5
3116 9 8 8 1 9
3117 4 6 6 1 9
3118 5 1 9 2 8
3119 3 4 1 1 6
3120 8 5 4 2 6
3121 6 4 2 4 10
3122 1 5 4 2 9
3123 4 5 4 2 8
3124 3 5 2 3 8
3125 5 8 9 1 9
3126 8 8 2 5 5
3127 2 5 9 3 7
3128 3 7 6 1 5
3129 1 6 7 4 5
3130 6 3 5 5 9
3131 1 2 8 5 5
3132 3 2 3 4 8
3133 1 3 3 3 9
3134 7 1 4 5 10
3135 5 1 2 5 8
3136 3 9 9 5 9
3137 2 7 1 2 6
3138 7 4 8 5 5
3139 5 4 2 5 10
3140 7 4 5 2 10
3141 7 6 9 5 5
3142 7 3 6 5 6
3143 8 2 7 3 5
3144 2 2 4 4 10
3145 8 2 1 2 10
3146 6 4 4 5 9
3147 1 7 1 1 6
3148 4 2 4 2 5
3149 3 7 5 3 10
3150 2 7 8 1 5
3151 9 7 5 1 9
3152 2 5 1 4 9
3153 7 7 7 5 9
3154 3 3 1 3 7
3155 3 3 1 1 9
3156 5 1 2 1 8
3157 6 2 2 2 8
3158 9 4 6 5 8
3159 3 2 8 3 8
3160 6 1 4 4 10
3161 1 2 2 5 6
3162 5 7 8 4 5
3163 1 2 8 5 6
3164 2 8 7 4 7
3165 7 6 3 3 7
3166 2 4 1 1 7
3167 3 5 8 1 5
3168 3 7 6 4 7
3169 1 9 9 4 10
3170 4 4 6 4 9
3171 5 7 7 3 8
3172 3 1 8 3 5
3173 7 1 9 4 8
3174 3 4 8 5 5
3175 8 1 7 4 8
3176 2 9 9 5 10
3177 3 4 8 1 7
3178 5 2 5 2 8
3179 7 4 3 2 8
3180 8 7 4 5 5
3181 5 9 4 3 9
3182 7 2 3 1 9
3183 7 5 8 3 10
3184 3 8 2 1 10
3185 7 2 2 2 6
3186 6 7 3 5 7
3187 8 6 2 5 10
3188 3 3 5 5 9
3189 6 9 3 3 8
3190 9 8 1 4 7
3191 2 3 5 2 7
3192 2 5 9 5 7
3193 7 8 1 5 7
3194 5 9 3 1 7
3195 2 4 8 5 7
3196 6 5 1 2 5
3197 1 7 3 4 8
3198 9 3 7 3 5
3199 6 6 3 3 9
3200 2 4 6 5 5
3201 3 5 7 5 8
3202 6 7 9 5 6
3203 1 4 7 5 10
3204 2 1 3 3 5
3205 1 4 2 5 9
3206 3 4 1 1 8
3207 1 8 1 2 10
3208 8 3 6 1 10
3209 1 2 6 5 10
3210 4 2 1 1 10
3211 9 9 7 2 9
3212 3 6 8 2 9
3213 3 9 4 4 8
3214 4 6 2 4 10
3215 3 4 7 2 9
3216 7 1 4 2 8
3217 3 2 4 3 5
3218 2 1 9 4 5
3219 3 7 3 4 7
3220 4 2 3 5 7
3221 2 4 2 3 8
3222 5 9 5 4 6
3223 9 5 7 1 5
3224 3 8 9 5 6
3225 3 8 3 4 6
3226 8 8 7 4 9
3227 2 7 2 3 6
3228 3 8 5 3 10
3229 1 4 2 1 10
3230 6 2 5 5 6
3231 8 2 9 3 7
3232 1 6 3 5 9
3233 3 4 3 1 6
3234 3 3 4 1 7
3235 5 8 5 4 6
3236 1 6 4 4 6
3237 6 2 3 2 6
3238 8 3 7 2 10
3239 1 4 2 4 7
3240 1 4 2 3 7
3241 5 4 9 5 8
3242 1 8 4 2 6
3243 9 8 3 1 9
3244 6 3 6 2 8
3245 8 7 4 5 5
3246 1 3 9 3 9
3247 6 7 8 3 5
3248 6 2 7 3 10
3249 7 9 9 3 9
3250 7 7 6 5 6
3251 4 1 4 5 6
3252 4 8 2 1 10
3253 7 9 7 4 8
3254 3 9 3 4 9
3255 2 5 1 5 7
3256 5 3 6 2 6
3257 5 9 3 2 7
3258 4 8 3 1 6
3259 8 2 7 1 9
3260 9 5 9 5 6
3261 3 7 7 2 6
3262 5 6 3 2 6
3263 8 2 9 5 10
3264 9 1 4 1 10
3265 2 5 8 4 5
3266 1 4 3 5 7
3267 4 3 8 5 5
3268 8 6 7 1 10
3269 5 9 4 5 5
3270 5 9 1 5 6
3271 8 5 8 2 10
3272 5 2 7 3 7
3273 7 9 1 3 6
3274 4 7 5 3 10
3275 6 9 9 1 8
3276 1 1 1 4 8
3277 4 2 9 5 7
3278 8 9 5 1 8
3279 7 2 1 1 10
3280 6 1 5 2 6
3281 2 5 8 5 9
3282 8 9 2 2 5
3283 6 3 6 1 5
3284 5 6 5 1 7
3285 9 9 7 3 8
3286 9 2 5 5 8
3287 3 1 7 2 8
3288 6 3 8 2 8
3289 2 4 4 4 8
3290 3 7 1 3 10
3291 8 2 2 5 8
3292 4 4 3 3 6
3293 5 7 7 3 9
3294 4 1 3 2 8
3295 2 5 1 2 6
3296 7 7 4 5 5
3297 2 5 5 4 10
